"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","West Tanna"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","South West Tanna"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","Whitesands"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","South Tanna"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","Futuna"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","Aneityum"
2025,"WASH","Household Toilet","flush",180000,"Torba","Torres"
2025,"WASH","Household Toilet","flush",180000,"Torba","Ureparapara"
2025,"WASH","Household Toilet","flush",180000,"Torba","Motalava"
2025,"WASH","Household Toilet","flush",180000,"Torba","East Vanualava"
2025,"WASH","Household Toilet","flush",180000,"Torba","West Vanualava"
2025,"WASH","Household Toilet","flush",180000,"Torba","Mota"
2025,"WASH","Household Toilet","flush",180000,"Torba","East Gaua"
2025,"WASH","Household Toilet","flush",180000,"Torba","West Gaua"
2025,"WASH","Household Toilet","flush",180000,"Torba","Merelava"
2025,"WASH","Household Toilet","flush",180000,"Sanma","Luganville"
2025,"WASH","Household Toilet","flush",180000,"Sanma","North West Santo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","Big Bay Coast"
2025,"WASH","Household Toilet","flush",180000,"Sanma","Big Bay Inland"
2025,"WASH","Household Toilet","flush",180000,"Sanma","West Santo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","South Santo 1"
2025,"WASH","Household Toilet","flush",180000,"Sanma","South Santo 2"
2025,"WASH","Household Toilet","flush",180000,"Sanma","East Santo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","South East Santo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","Canal Fanafo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","West Malo"
2025,"WASH","Household Toilet","flush",180000,"Sanma","East Malo"
2025,"WASH","Household Toilet","flush",180000,"Penama","West Ambae"
2025,"WASH","Household Toilet","flush",180000,"Penama","North Ambae"
2025,"WASH","Household Toilet","flush",180000,"Penama","East Ambae"
2025,"WASH","Household Toilet","flush",180000,"Penama","South Ambae"
2025,"WASH","Household Toilet","flush",180000,"Penama","North Maewo"
2025,"WASH","Household Toilet","flush",180000,"Penama","South Maewo"
2025,"WASH","Household Toilet","flush",180000,"Penama","North Pentecost"
2025,"WASH","Household Toilet","flush",180000,"Penama","Central Pentecost 1"
2025,"WASH","Household Toilet","flush",180000,"Penama","Central Pentecost 2"
2025,"WASH","Household Toilet","flush",180000,"Penama","South Pentecost"
2025,"WASH","Household Toilet","flush",180000,"Malampa","North West Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","North East Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","Central Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","South West Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","South East Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","South Malekula"
2025,"WASH","Household Toilet","flush",180000,"Malampa","North Ambrym"
2025,"WASH","Household Toilet","flush",180000,"Malampa","West Ambrym"
2025,"WASH","Household Toilet","flush",180000,"Malampa","South East Ambrym"
2025,"WASH","Household Toilet","flush",180000,"Malampa","Paama"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Port Vila"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Vermali"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Vermaul"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Varisu"
2025,"WASH","Household Toilet","flush",180000,"Shefa","South Epi"
2025,"WASH","Household Toilet","flush",180000,"Shefa","North Tongoa"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Makimae"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Tongariki"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Nguna"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Emau"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Malorua"
2025,"WASH","Household Toilet","flush",180000,"Shefa","North Efate"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Mele"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Tanvasoko"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Ifira"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Pango"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Erakor"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Eratap"
2025,"WASH","Household Toilet","flush",180000,"Shefa","Eton"
2025,"WASH","Household Toilet","flush",180000,"Tafea","North Erromango"
2025,"WASH","Household Toilet","flush",180000,"Tafea","South Erromango"
2025,"WASH","Household Toilet","flush",180000,"Tafea","Aniwa"
2025,"WASH","Household Toilet","flush",180000,"Tafea","North Tanna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","West Tanna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","South West Tanna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","Whitesands"
2025,"WASH","Household Toilet","flush",180000,"Tafea","South Tanna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","Futuna"
2025,"WASH","Household Toilet","flush",180000,"Tafea","Aneityum"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","Torres"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","Ureparapara"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","Motalava"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","East Vanualava"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","West Vanualava"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","Mota"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","East Gaua"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","West Gaua"
2025,"WASH","Household Toilet","pit latrine",45000,"Torba","Merelava"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","Luganville"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","North West Santo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","Big Bay Coast"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","Big Bay Inland"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","West Santo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","South Santo 1"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","South Santo 2"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","East Santo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","South East Santo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","Canal Fanafo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","West Malo"
2025,"WASH","Household Toilet","pit latrine",45000,"Sanma","East Malo"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","West Ambae"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","North Ambae"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","East Ambae"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","South Ambae"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","North Maewo"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","South Maewo"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","North Pentecost"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","Central Pentecost 1"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","Central Pentecost 2"
2025,"WASH","Household Toilet","pit latrine",45000,"Penama","South Pentecost"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","North West Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","North East Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","Central Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","South West Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","South East Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","South Malekula"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","North Ambrym"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","West Ambrym"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","South East Ambrym"
2025,"WASH","Household Toilet","pit latrine",45000,"Malampa","Paama"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Port Vila"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Vermali"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Vermaul"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Varisu"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","South Epi"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","North Tongoa"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Makimae"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Tongariki"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Nguna"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Emau"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Malorua"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","North Efate"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Mele"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Tanvasoko"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Ifira"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Pango"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Erakor"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Eratap"
2025,"WASH","Household Toilet","pit latrine",45000,"Shefa","Eton"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","North Erromango"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","South Erromango"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","Aniwa"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","North Tanna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","West Tanna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","South West Tanna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","Whitesands"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","South Tanna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","Futuna"
2025,"WASH","Household Toilet","pit latrine",45000,"Tafea","Aneityum"
2025,"WASH","Household Toilet","vip",90000,"Torba","Torres"
2025,"WASH","Household Toilet","vip",90000,"Torba","Ureparapara"
2025,"WASH","Household Toilet","vip",90000,"Torba","Motalava"
2025,"WASH","Household Toilet","vip",90000,"Torba","East Vanualava"
2025,"WASH","Household Toilet","vip",90000,"Torba","West Vanualava"
2025,"WASH","Household Toilet","vip",90000,"Torba","Mota"
2025,"WASH","Household Toilet","vip",90000,"Torba","East Gaua"
2025,"WASH","Household Toilet","vip",90000,"Torba","West Gaua"
2025,"WASH","Household Toilet","vip",90000,"Torba","Merelava"
2025,"WASH","Household Toilet","vip",90000,"Sanma","Luganville"
2025,"WASH","Household Toilet","vip",90000,"Sanma","North West Santo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","Big Bay Coast"
2025,"WASH","Household Toilet","vip",90000,"Sanma","Big Bay Inland"
2025,"WASH","Household Toilet","vip",90000,"Sanma","West Santo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","South Santo 1"
2025,"WASH","Household Toilet","vip",90000,"Sanma","South Santo 2"
2025,"WASH","Household Toilet","vip",90000,"Sanma","East Santo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","South East Santo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","Canal Fanafo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","West Malo"
2025,"WASH","Household Toilet","vip",90000,"Sanma","East Malo"
2025,"WASH","Household Toilet","vip",90000,"Penama","West Ambae"
2025,"WASH","Household Toilet","vip",90000,"Penama","North Ambae"
2025,"WASH","Household Toilet","vip",90000,"Penama","East Ambae"
2025,"WASH","Household Toilet","vip",90000,"Penama","South Ambae"
2025,"WASH","Household Toilet","vip",90000,"Penama","North Maewo"
2025,"WASH","Household Toilet","vip",90000,"Penama","South Maewo"
2025,"WASH","Household Toilet","vip",90000,"Penama","North Pentecost"
2025,"WASH","Household Toilet","vip",90000,"Penama","Central Pentecost 1"
2025,"WASH","Household Toilet","vip",90000,"Penama","Central Pentecost 2"
2025,"WASH","Household Toilet","vip",90000,"Penama","South Pentecost"
2025,"WASH","Household Toilet","vip",90000,"Malampa","North West Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","North East Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","Central Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","South West Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","South East Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","South Malekula"
2025,"WASH","Household Toilet","vip",90000,"Malampa","North Ambrym"
2025,"WASH","Household Toilet","vip",90000,"Malampa","West Ambrym"
2025,"WASH","Household Toilet","vip",90000,"Malampa","South East Ambrym"
2025,"WASH","Household Toilet","vip",90000,"Malampa","Paama"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Port Vila"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Vermali"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Vermaul"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Varisu"
2025,"WASH","Household Toilet","vip",90000,"Shefa","South Epi"
2025,"WASH","Household Toilet","vip",90000,"Shefa","North Tongoa"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Makimae"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Tongariki"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Nguna"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Emau"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Malorua"
2025,"WASH","Household Toilet","vip",90000,"Shefa","North Efate"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Mele"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Tanvasoko"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Ifira"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Pango"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Erakor"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Eratap"
2025,"WASH","Household Toilet","vip",90000,"Shefa","Eton"
2025,"WASH","Household Toilet","vip",90000,"Tafea","North Erromango"
2025,"WASH","Household Toilet","vip",90000,"Tafea","South Erromango"
2025,"WASH","Household Toilet","vip",90000,"Tafea","Aniwa"
2025,"WASH","Household Toilet","vip",90000,"Tafea","North Tanna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","West Tanna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","South West Tanna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","Whitesands"
2025,"WASH","Household Toilet","vip",90000,"Tafea","South Tanna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","Futuna"
2025,"WASH","Household Toilet","vip",90000,"Tafea","Aneityum"
2025,"WASH","Household Toilet","water sealed",120000,"Torba","Torres"
2025,"WASH","Household Toilet","water sealed",120000,"Torba","Ureparapara"
2025,"WASH","Household Toilet","water sealed",120000,"Torba","Motalava"
2025,"WASH","Household Toilet","water sealed",120000,"Torba","East Vanualava"
2025,"WASH","Household Toilet","water sealed",120000,"Torba","West Vanualava"
